0.000000000000000000e+00	1.444960796590657992e+01	9.334555870229646501e+00	9.143733671882783298e+00	1.076984443763348587e+01	7.519296259597181731e+00	8.154443125778971790e+00	1.186455505463407789e+01	9.907901737320388591e+00	1.148887493741704091e+01
1.444960796590657992e+01	0.000000000000000000e+00	1.012532257709667149e+01	1.173323290183106948e+01	1.017378643128178695e+01	1.111880040746743603e+01	1.061470036628356617e+01	1.074315367352473061e+01	1.008677677303818498e+01	9.932093699343708337e+00
9.334555870229646501e+00	1.012532257709667149e+01	0.000000000000000000e+00	8.178284885647817859e+00	7.932541482770051999e+00	7.906796320949821322e+00	7.331807539320809752e+00	8.872531069307184382e+00	7.077516177863562241e+00	8.887747852000190463e+00
9.143733671882783298e+00	1.173323290183106948e+01	8.178284885647817859e+00	0.000000000000000000e+00	9.087607799539476616e+00	6.118750020921421395e+00	9.302064730092098443e+00	8.922400934698302422e+00	7.020424894700360241e+00	8.354350120111869060e+00
1.076984443763348587e+01	1.017378643128178695e+01	7.932541482770051999e+00	9.087607799539476616e+00	0.000000000000000000e+00	8.001517414291123842e+00	8.782232647560892502e+00	7.583012282564444817e+00	7.380908991053923174e+00	6.010407930895997453e+00
7.519296259597181731e+00	1.111880040746743603e+01	7.906796320949821322e+00	6.118750020921421395e+00	8.001517414291123842e+00	0.000000000000000000e+00	6.698691718889524971e+00	9.211954024577222455e+00	6.967386475240772370e+00	8.258538068421222178e+00
8.154443125778971790e+00	1.061470036628356617e+01	7.331807539320809752e+00	9.302064730092098443e+00	8.782232647560892502e+00	6.698691718889524971e+00	0.000000000000000000e+00	1.088823739841898686e+01	8.587222275506704250e+00	1.044000351884068323e+01
1.186455505463407789e+01	1.074315367352473061e+01	8.872531069307184382e+00	8.922400934698302422e+00	7.583012282564444817e+00	9.211954024577222455e+00	1.088823739841898686e+01	0.000000000000000000e+00	8.467785300988436958e+00	5.426474119055888501e+00
9.907901737320388591e+00	1.008677677303818498e+01	7.077516177863562241e+00	7.020424894700360241e+00	7.380908991053923174e+00	6.967386475240772370e+00	8.587222275506704250e+00	8.467785300988436958e+00	0.000000000000000000e+00	6.401165868585439789e+00
1.148887493741704091e+01	9.932093699343708337e+00	8.887747852000190463e+00	8.354350120111869060e+00	6.010407930895997453e+00	8.258538068421222178e+00	1.044000351884068323e+01	5.426474119055888501e+00	6.401165868585439789e+00	0.000000000000000000e+00
